Using cpu device
Logging to C:\Users\hntran\asv_runs\tensorboard\ppo_formulation_seed0_v2_1
[CURRICULUM] t=0 -> scenario stage 1
---------------------------------
| rollout/           |          |
|    goal_rate                 | 0.633       |
|    head_on/collision         | 0.3         |
|    head_on/colregs           | -33.3       |
|    head_on/goal              | 0.7         |
|    mean_colregs_integral     | -20.1       |
|    mean_return               | -98.6       |
|    no_target/collision       | 0.2         |
|    no_target/colregs         | 0           |
|    no_target/goal            | 0.8         |
|    null/collision            | 0.3         |
|    null/colregs              | -3.41       |
|    null/goal                 | 0.7         |
|    overtaking/collision      | 0.3         |
|    overtaking/colregs        | -39.4       |
|    overtaking/goal           | 0.7         |
|    timeout_rate              | 0           |
|    timesteps                 | 400000      |
| rollout/                     |             |
|    ep_len_mean               | 58.6        |
|    ep_rew_mean               | 53.6        |
| time/                        |             |
|    fps                       | 124         |
|    iterations                | 79          |
|    time_elapsed              | 3257        |
|    total_timesteps           | 404480      |
| train/                       |             |
|    approx_kl                 | 0.014323397 |
|    clip_fraction             | 0.161       |
|    clip_range                | 0.2         |
|    entropy_loss              | -2.22       |
|    explained_variance        | 0.757       |
|    learning_rate             | 0.0003      |
|    loss                      | 0.109       |
|    n_updates                 | 768         |
|    policy_gradient_loss      | -0.0151     |
|    std                       | 0.733       |
|    value_loss                | 0.403       |
----------------------------------------------
Early stopping at step 0 due to reaching max kl: 0.05
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.4        |
|    ep_rew_mean          | 27.4        |
| time/                   |             |
|    fps                  | 123         |
|    iterations           | 80          |
|    time_elapsed         | 3306        |
|    total_timesteps      | 409600      |
| train/                  |             |
|    approx_kl            | 0.013223549 |
|    clip_fraction        | 0.172       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.21       |
|    explained_variance   | 0.823       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.19        |
|    n_updates            | 769         |
|    policy_gradient_loss | 0.00544     |
|    std                  | 0.733       |
|    value_loss           | 0.435       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 60.2       |
|    ep_rew_mean          | 38.4       |
| time/                   |            |
|    fps                  | 123        |
|    iterations           | 81         |
|    time_elapsed         | 3357       |
|    total_timesteps      | 414720     |
| train/                  |            |
|    approx_kl            | 0.01894012 |
|    clip_fraction        | 0.219      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.21      |
|    explained_variance   | 0.759      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.177      |
|    n_updates            | 779        |
|    policy_gradient_loss | -0.0111    |
|    std                  | 0.733      |
|    value_loss           | 0.446      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.6        |
|    ep_rew_mean          | 78.7        |
| time/                   |             |
|    fps                  | 123         |
|    iterations           | 82          |
|    time_elapsed         | 3409        |
|    total_timesteps      | 419840      |
| train/                  |             |
|    approx_kl            | 0.014206693 |
|    clip_fraction        | 0.187       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.21       |
|    explained_variance   | 0.784       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.155       |
|    n_updates            | 789         |
|    policy_gradient_loss | -0.0144     |
|    std                  | 0.732       |
|    value_loss           | 0.383       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.3        |
|    ep_rew_mean          | 42.5        |
| time/                   |             |
|    fps                  | 122         |
|    iterations           | 83          |
|    time_elapsed         | 3459        |
|    total_timesteps      | 424960      |
| train/                  |             |
|    approx_kl            | 0.020394316 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.2        |
|    explained_variance   | 0.632       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0394      |
|    n_updates            | 799         |
|    policy_gradient_loss | -0.0157     |
|    std                  | 0.724       |
|    value_loss           | 0.377       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.5        |
|    ep_rew_mean          | 51.3        |
| time/                   |             |
|    fps                  | 122         |
|    iterations           | 84          |
|    time_elapsed         | 3512        |
|    total_timesteps      | 430080      |
| train/                  |             |
|    approx_kl            | 0.015500796 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.18       |
|    explained_variance   | 0.84        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.052       |
|    n_updates            | 809         |
|    policy_gradient_loss | -0.0148     |
|    std                  | 0.72        |
|    value_loss           | 0.299       |
-----------------------------------------
Early stopping at step 7 due to reaching max kl: 0.05
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57          |
|    ep_rew_mean          | 45.5        |
| time/                   |             |
|    fps                  | 122         |
|    iterations           | 85          |
|    time_elapsed         | 3561        |
|    total_timesteps      | 435200      |
| train/                  |             |
|    approx_kl            | 0.027940644 |
|    clip_fraction        | 0.201       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.18       |
|    explained_variance   | 0.714       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0783      |
|    n_updates            | 817         |
|    policy_gradient_loss | -0.00938    |
|    std                  | 0.725       |
|    value_loss           | 0.341       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.2        |
|    ep_rew_mean          | 64.9        |
| time/                   |             |
|    fps                  | 121         |
|    iterations           | 86          |
|    time_elapsed         | 3612        |
|    total_timesteps      | 440320      |
| train/                  |             |
|    approx_kl            | 0.011803553 |
|    clip_fraction        | 0.167       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.19       |
|    explained_variance   | 0.832       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0512      |
|    n_updates            | 827         |
|    policy_gradient_loss | -0.0126     |
|    std                  | 0.723       |
|    value_loss           | 0.261       |
-----------------------------------------
Early stopping at step 1 due to reaching max kl: 0.05
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.5        |
|    ep_rew_mean          | 36.9        |
| time/                   |             |
|    fps                  | 121         |
|    iterations           | 87          |
|    time_elapsed         | 3661        |
|    total_timesteps      | 445440      |
| train/                  |             |
|    approx_kl            | 0.023111822 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.18       |
|    explained_variance   | 0.847       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.149       |
|    n_updates            | 829         |
|    policy_gradient_loss | 0.00165     |
|    std                  | 0.722       |
|    value_loss           | 0.323       |
-----------------------------------------
Early stopping at step 1 due to reaching max kl: 0.05
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.9        |
|    ep_rew_mean          | 45.5        |
| time/                   |             |
|    fps                  | 121         |
|    iterations           | 88          |
|    time_elapsed         | 3709        |
|    total_timesteps      | 450560      |
| train/                  |             |
|    approx_kl            | 0.054807227 |
|    clip_fraction        | 0.23        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.18       |
|    explained_variance   | 0.738       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.282       |
|    n_updates            | 831         |
|    policy_gradient_loss | 0.00652     |
|    std                  | 0.722       |
|    value_loss           | 0.711       |
-----------------------------------------
Early stopping at step 2 due to reaching max kl: 0.05
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 56.9       |
|    ep_rew_mean          | 41.1       |
| time/                   |            |
|    fps                  | 121        |
|    iterations           | 89         |
|    time_elapsed         | 3756       |
|    total_timesteps      | 455680     |
| train/                  |            |
|    approx_kl            | 0.03981632 |
|    clip_fraction        | 0.218      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.18      |
|    explained_variance   | 0.85       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.147      |
|    n_updates            | 834        |
|    policy_gradient_loss | 0.00153    |
|    std                  | 0.721      |
|    value_loss           | 0.427      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.8        |
|    ep_rew_mean          | 25.1        |
| time/                   |             |
|    fps                  | 121         |
|    iterations           | 90          |
|    time_elapsed         | 3808        |
|    total_timesteps      | 460800      |
| train/                  |             |
|    approx_kl            | 0.013779988 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.18       |
|    explained_variance   | 0.769       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.113       |
|    n_updates            | 844         |
|    policy_gradient_loss | -0.0141     |
|    std                  | 0.72        |
|    value_loss           | 0.48        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.4        |
|    ep_rew_mean          | 28.7        |
| time/                   |             |
|    fps                  | 120         |
|    iterations           | 91          |
|    time_elapsed         | 3858        |
|    total_timesteps      | 465920      |
| train/                  |             |
|    approx_kl            | 0.028116208 |
|    clip_fraction        | 0.196       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.17       |
|    explained_variance   | 0.687       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.287       |
|    n_updates            | 854         |
|    policy_gradient_loss | -0.0152     |
|    std                  | 0.718       |
|    value_loss           | 0.615       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.8        |
|    ep_rew_mean          | 51.5        |
| time/                   |             |
|    fps                  | 120         |
|    iterations           | 92          |
|    time_elapsed         | 3909        |
|    total_timesteps      | 471040      |
| train/                  |             |
|    approx_kl            | 0.014531584 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.17       |
|    explained_variance   | 0.857       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0706      |
|    n_updates            | 864         |
|    policy_gradient_loss | -0.0161     |
|    std                  | 0.716       |
|    value_loss           | 0.295       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.5        |
|    ep_rew_mean          | 1.11        |
| time/                   |             |
|    fps                  | 120         |
|    iterations           | 93          |
|    time_elapsed         | 3959        |
|    total_timesteps      | 476160      |
| train/                  |             |
|    approx_kl            | 0.016722914 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.16       |
|    explained_variance   | 0.803       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.127       |
|    n_updates            | 874         |
|    policy_gradient_loss | -0.0165     |
|    std                  | 0.715       |
|    value_loss           | 0.351       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.3        |
|    ep_rew_mean          | 36.5        |
| time/                   |             |
|    fps                  | 120         |
|    iterations           | 94          |
|    time_elapsed         | 4010        |
|    total_timesteps      | 481280      |
| train/                  |             |
|    approx_kl            | 0.023439815 |
|    clip_fraction        | 0.196       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.16       |
|    explained_variance   | 0.815       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.118       |
|    n_updates            | 884         |
|    policy_gradient_loss | -0.0173     |
|    std                  | 0.715       |
|    value_loss           | 0.464       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 59.1       |
|    ep_rew_mean          | 45.3       |
| time/                   |            |
|    fps                  | 119        |
|    iterations           | 95         |
|    time_elapsed         | 4060       |
|    total_timesteps      | 486400     |
| train/                  |            |
|    approx_kl            | 0.01601005 |
|    clip_fraction        | 0.193      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.16      |
|    explained_variance   | 0.86       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0713     |
|    n_updates            | 894        |
|    policy_gradient_loss | -0.0161    |
|    std                  | 0.716      |
|    value_loss           | 0.291      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.6        |
|    ep_rew_mean          | 58.8        |
| time/                   |             |
|    fps                  | 119         |
|    iterations           | 96          |
|    time_elapsed         | 4111        |
|    total_timesteps      | 491520      |
| train/                  |             |
|    approx_kl            | 0.018734615 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.16       |
|    explained_variance   | 0.806       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0726      |
|    n_updates            | 904         |
|    policy_gradient_loss | -0.0125     |
|    std                  | 0.713       |
|    value_loss           | 0.36        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59          |
|    ep_rew_mean          | 27.8        |
| time/                   |             |
|    fps                  | 119         |
|    iterations           | 97          |
|    time_elapsed         | 4164        |
|    total_timesteps      | 496640      |
| train/                  |             |
|    approx_kl            | 0.023323018 |
|    clip_fraction        | 0.223       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.16       |
|    explained_variance   | 0.784       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0659      |
|    n_updates            | 914         |
|    policy_gradient_loss | -0.017      |
|    std                  | 0.716       |
|    value_loss           | 0.3         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.9        |
|    ep_rew_mean          | 41.9        |
| time/                   |             |
|    fps                  | 119         |
|    iterations           | 98          |
|    time_elapsed         | 4215        |
|    total_timesteps      | 501760      |
| train/                  |             |
|    approx_kl            | 0.016218137 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.16       |
|    explained_variance   | 0.846       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.156       |
|    n_updates            | 924         |
|    policy_gradient_loss | -0.0141     |
|    std                  | 0.713       |
|    value_loss           | 0.374       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.4        |
|    ep_rew_mean          | 72.6        |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 99          |
|    time_elapsed         | 4267        |
|    total_timesteps      | 506880      |
| train/                  |             |
|    approx_kl            | 0.017840253 |
|    clip_fraction        | 0.183       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0911      |
|    n_updates            | 934         |
|    policy_gradient_loss | -0.0184     |
|    std                  | 0.709       |
|    value_loss           | 0.311       |
-----------------------------------------
Early stopping at step 9 due to reaching max kl: 0.05
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.1        |
|    ep_rew_mean          | 40.4        |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 100         |
|    time_elapsed         | 4317        |
|    total_timesteps      | 512000      |
| train/                  |             |
|    approx_kl            | 0.023508888 |
|    clip_fraction        | 0.172       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.14       |
|    explained_variance   | 0.774       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0749      |
|    n_updates            | 944         |
|    policy_gradient_loss | -0.0152     |
|    std                  | 0.704       |
|    value_loss           | 0.199       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 60.1       |
|    ep_rew_mean          | 66.4       |
| time/                   |            |
|    fps                  | 118        |
|    iterations           | 101        |
|    time_elapsed         | 4367       |
|    total_timesteps      | 517120     |
| train/                  |            |
|    approx_kl            | 0.01592512 |
|    clip_fraction        | 0.173      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.13      |
|    explained_variance   | 0.715      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0857     |
|    n_updates            | 954        |
|    policy_gradient_loss | -0.0159    |
|    std                  | 0.709      |
|    value_loss           | 0.365      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.6        |
|    ep_rew_mean          | 59.1        |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 102         |
|    time_elapsed         | 4416        |
|    total_timesteps      | 522240      |
| train/                  |             |
|    approx_kl            | 0.021883449 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.13       |
|    explained_variance   | 0.788       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0712      |
|    n_updates            | 964         |
|    policy_gradient_loss | -0.0174     |
|    std                  | 0.7         |
|    value_loss           | 0.293       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 59.8       |
|    ep_rew_mean          | 57.5       |
| time/                   |            |
|    fps                  | 118        |
|    iterations           | 103        |
|    time_elapsed         | 4466       |
|    total_timesteps      | 527360     |
| train/                  |            |
|    approx_kl            | 0.02183923 |
|    clip_fraction        | 0.19       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.11      |
|    explained_variance   | 0.857      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0417     |
|    n_updates            | 974        |
|    policy_gradient_loss | -0.0154    |
|    std                  | 0.694      |
|    value_loss           | 0.195      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 60.3       |
|    ep_rew_mean          | 60.6       |
| time/                   |            |
|    fps                  | 117        |
|    iterations           | 104        |
|    time_elapsed         | 4521       |
|    total_timesteps      | 532480     |
| train/                  |            |
|    approx_kl            | 0.01730407 |
|    clip_fraction        | 0.211      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.09      |
|    explained_variance   | 0.83       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0423     |
|    n_updates            | 984        |
|    policy_gradient_loss | -0.0131    |
|    std                  | 0.688      |
|    value_loss           | 0.304      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59          |
|    ep_rew_mean          | 54.6        |
| time/                   |             |
|    fps                  | 117         |
|    iterations           | 105         |
|    time_elapsed         | 4570        |
|    total_timesteps      | 537600      |
| train/                  |             |
|    approx_kl            | 0.021274319 |
|    clip_fraction        | 0.19        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.07       |
|    explained_variance   | 0.846       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0291      |
|    n_updates            | 994         |
|    policy_gradient_loss | -0.0183     |
|    std                  | 0.681       |
|    value_loss           | 0.21        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 60.9       |
|    ep_rew_mean          | 62.7       |
| time/                   |            |
|    fps                  | 117        |
|    iterations           | 106        |
|    time_elapsed         | 4620       |
|    total_timesteps      | 542720     |
| train/                  |            |
|    approx_kl            | 0.01792688 |
|    clip_fraction        | 0.214      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.06      |
|    explained_variance   | 0.824      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0485     |
|    n_updates            | 1004       |
|    policy_gradient_loss | -0.0133    |
|    std                  | 0.679      |
|    value_loss           | 0.258      |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 61.5      |
|    ep_rew_mean          | 71.6      |
| time/                   |           |
|    fps                  | 117       |
|    iterations           | 107       |
|    time_elapsed         | 4674      |
|    total_timesteps      | 547840    |
| train/                  |           |
|    approx_kl            | 0.0252065 |
|    clip_fraction        | 0.212     |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.07     |
|    explained_variance   | 0.81      |
|    learning_rate        | 0.0003    |
|    loss                 | 0.0394    |
|    n_updates            | 1014      |
|    policy_gradient_loss | -0.0182   |
|    std                  | 0.686     |
|    value_loss           | 0.246     |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61          |
|    ep_rew_mean          | 59.3        |
| time/                   |             |
|    fps                  | 116         |
|    iterations           | 108         |
|    time_elapsed         | 4732        |
|    total_timesteps      | 552960      |
| train/                  |             |
|    approx_kl            | 0.020115465 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.08       |
|    explained_variance   | 0.86        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0485      |
|    n_updates            | 1024        |
|    policy_gradient_loss | -0.0141     |
|    std                  | 0.69        |
|    value_loss           | 0.243       |
-----------------------------------------
Early stopping at step 1 due to reaching max kl: 0.05
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.5        |
|    ep_rew_mean          | 54.3        |
| time/                   |             |
|    fps                  | 116         |
|    iterations           | 109         |
|    time_elapsed         | 4780        |
|    total_timesteps      | 558080      |
| train/                  |             |
|    approx_kl            | 0.043226823 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.09       |
|    explained_variance   | 0.798       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.185       |
|    n_updates            | 1026        |
|    policy_gradient_loss | 0.00117     |
|    std                  | 0.69        |
|    value_loss           | 0.539       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 60.2       |
|    ep_rew_mean          | 51         |
| time/                   |            |
|    fps                  | 116        |
|    iterations           | 110        |
|    time_elapsed         | 4832       |
|    total_timesteps      | 563200     |
| train/                  |            |
|    approx_kl            | 0.01705883 |
|    clip_fraction        | 0.175      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.09      |
|    explained_variance   | 0.818      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.062      |
|    n_updates            | 1036       |
|    policy_gradient_loss | -0.0169    |
|    std                  | 0.688      |
|    value_loss           | 0.295      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.4        |
|    ep_rew_mean          | 77.6        |
| time/                   |             |
|    fps                  | 116         |
|    iterations           | 111         |
|    time_elapsed         | 4882        |
|    total_timesteps      | 568320      |
| train/                  |             |
|    approx_kl            | 0.020231206 |
|    clip_fraction        | 0.215       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.07       |
|    explained_variance   | 0.821       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0672      |
|    n_updates            | 1046        |
|    policy_gradient_loss | -0.0136     |
|    std                  | 0.684       |
|    value_loss           | 0.331       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.1        |
|    ep_rew_mean          | 69.2        |
| time/                   |             |
|    fps                  | 116         |
|    iterations           | 112         |
|    time_elapsed         | 4931        |
|    total_timesteps      | 573440      |
| train/                  |             |
|    approx_kl            | 0.025242168 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.846       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0413      |
|    n_updates            | 1056        |
|    policy_gradient_loss | -0.0161     |
|    std                  | 0.676       |
|    value_loss           | 0.186       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 58.5       |
|    ep_rew_mean          | 35.5       |
| time/                   |            |
|    fps                  | 116        |
|    iterations           | 113        |
|    time_elapsed         | 4980       |
|    total_timesteps      | 578560     |
| train/                  |            |
|    approx_kl            | 0.02442375 |
|    clip_fraction        | 0.216      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.04      |
|    explained_variance   | 0.792      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0229     |
|    n_updates            | 1066       |
|    policy_gradient_loss | -0.0149    |
|    std                  | 0.672      |
|    value_loss           | 0.232      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.9        |
|    ep_rew_mean          | 31.4        |
| time/                   |             |
|    fps                  | 116         |
|    iterations           | 114         |
|    time_elapsed         | 5031        |
|    total_timesteps      | 583680      |
| train/                  |             |
|    approx_kl            | 0.022847662 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.03       |
|    explained_variance   | 0.811       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0835      |
|    n_updates            | 1076        |
|    policy_gradient_loss | -0.0154     |
|    std                  | 0.671       |
|    value_loss           | 0.304       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 61.6       |
|    ep_rew_mean          | 74.7       |
| time/                   |            |
|    fps                  | 115        |
|    iterations           | 115        |
|    time_elapsed         | 5082       |
|    total_timesteps      | 588800     |
| train/                  |            |
|    approx_kl            | 0.02014068 |
|    clip_fraction        | 0.208      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.03      |
|    explained_variance   | 0.819      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.118      |
|    n_updates            | 1086       |
|    policy_gradient_loss | -0.0174    |
|    std                  | 0.669      |
|    value_loss           | 0.347      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.1        |
|    ep_rew_mean          | 44.7        |
| time/                   |             |
|    fps                  | 115         |
|    iterations           | 116         |
|    time_elapsed         | 5136        |
|    total_timesteps      | 593920      |
| train/                  |             |
|    approx_kl            | 0.024250302 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.02       |
|    explained_variance   | 0.768       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0539      |
|    n_updates            | 1096        |
|    policy_gradient_loss | -0.0142     |
|    std                  | 0.664       |
|    value_loss           | 0.285       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.1        |
|    ep_rew_mean          | 59.8        |
| time/                   |             |
|    fps                  | 115         |
|    iterations           | 117         |
|    time_elapsed         | 5192        |
|    total_timesteps      | 599040      |
| train/                  |             |
|    approx_kl            | 0.019703507 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.01       |
|    explained_variance   | 0.812       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.134       |
|    n_updates            | 1106        |
|    policy_gradient_loss | -0.0159     |
|    std                  | 0.664       |
|    value_loss           | 0.418       |
-----------------------------------------
[EVAL] t=600,000 goal 0.56 collision 0.44 timeout 0.00 return -124.8 colregs -22.0 (132.5 s)
----------------------------------------------
| eval/                        |             |
|    being_overtaken/collision | 0.75        |
|    being_overtaken/colregs   | -16.1       |
|    being_overtaken/goal      | 0.25        |
|    collision_boundary        | 0.05        |
|    collision_obstacle        | 0.025       |
|    collision_rate            | 0.442       |
|    collision_target          | 0.367       |
|    crossing/collision        | 0.45        |
|    crossing/colregs          | -25.6       |
|    crossing/goal             | 0.55        |
|    episodes                  | 120         |
|    estops_per_episode        | 0.133       |
|    eval_wall_s               | 132         |
|    goal_rate                 | 0.558       |
|    head_on/collision         | 0.35        |
|    head_on/colregs           | -29         |
|    head_on/goal              | 0.65        |
|    mean_colregs_integral     | -22         |
|    mean_return               | -125        |
|    no_target/collision       | 0.1         |
|    no_target/colregs         | 0           |
|    no_target/goal            | 0.9         |
|    null/collision            | 0.25        |
|    null/colregs              | -5.3        |
|    null/goal                 | 0.75        |
|    overtaking/collision      | 0.75        |
|    overtaking/colregs        | -56         |
|    overtaking/goal           | 0.25        |
|    timeout_rate              | 0           |
|    timesteps                 | 600000      |
| rollout/                     |             |
|    ep_len_mean               | 61.4        |
|    ep_rew_mean               | 69.4        |
| time/                        |             |
|    fps                       | 112         |
|    iterations                | 118         |
|    time_elapsed              | 5375        |
|    total_timesteps           | 604160      |
| train/                       |             |
|    approx_kl                 | 0.024665762 |
|    clip_fraction             | 0.206       |
|    clip_range                | 0.2         |
|    entropy_loss              | -2.01       |
|    explained_variance        | 0.829       |
|    learning_rate             | 0.0003      |
|    loss                      | 0.0527      |
|    n_updates                 | 1116        |
|    policy_gradient_loss      | -0.0168     |
|    std                       | 0.663       |
|    value_loss                | 0.212       |
----------------------------------------------
Early stopping at step 5 due to reaching max kl: 0.05
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 58.4        |
|    ep_rew_mean          | 41.9        |
| time/                   |             |
|    fps                  | 112         |
|    iterations           | 119         |
|    time_elapsed         | 5429        |
|    total_timesteps      | 609280      |
| train/                  |             |
|    approx_kl            | 0.022665815 |
|    clip_fraction        | 0.225       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.01       |
|    explained_variance   | 0.839       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0733      |
|    n_updates            | 1122        |
|    policy_gradient_loss | -0.00831    |
|    std                  | 0.661       |
